,match,0
22883738,0,ATCC 17802 
22883300,0,ATCC  
22883300,1,ATCC  
22883300,2,ATCC  
22879961,0,ATCC 35037 
22878737,0,ATCC 27775T 
22878194,0,ATCC 7159 
22873690,0,ATCC 13525 
22872781,0,ATCC 51142 
22872781,1,ATCC 51142 
22871061,0,ATCC 12598 
22871061,1,ATCC 25923 
22871061,2,ATCC 25933 
22871061,3,ATCC 19433 
22870322,0,ATCC 36558 
22870322,1,ATCC 12104 
22870322,2,ATCC 90028 
22866699,0,ATCC 20869 
22866394,0,ATCC strain 
22866394,1,ATCC 51299 
22866394,2,ATCC 29212 
22865001,0,ATCC 12321 
22864733,0,ATCC 25923 
22864215,0,ATCC 25922 
22858984,0,ATCC 30234 
22858268,0,ATCC 14482 
22856578,0,ATCC 14576 
22856578,1,ATCC 25922 
22856578,2,ATCC 10145 
22856578,3,ATCC 13076 
22856578,4,ATCC 25923 
22852470,0,ATCC 6538 
22852470,1,ATCC 11229 
22852470,2,ATCC 4352 
22850514,0,ATCC 27853 
22850372,0,ATCC 19443 
22850372,1,ATCC 15521 
22848180,0,ATCC 6538P 
22848180,1,ATCC 25922 
22848180,2,ATCC 13311 
22847720,0,ATCC 27351 
22847175,0,ATCC 90029 
22847175,1,ATCC 42678 
22847175,2,ATCC 42678 
22847175,3,ATCC 42678 
22846900,0,ATCC 35316 
22846342,0,ATCC 11778 
22846276,0,ATCC  
22845330,0,ATCC 29213 
22845330,1,ATCC 27853 
22845330,2,ATCC 25922 
22845330,3,ATCC 10231 
22845330,4,ATCC 22019 
22845330,5,ATCC 6258 
30727089,0,ATCC PV131 
30727089,1,ATCC PV132 
22843721,0,ATCC  
22843424,0,ATCC 824 
22843284,0,ATCC 33152 
22841865,0,ATCC 38555 
22840037,0,ATCC 26921 
22839690,0,ATCC 51299 
22839690,1,ATCC 43300 
22839307,0,ATCC 19115 
22839307,1,ATCC 19115 
22839307,2,ATCC 19115 
22839307,3,ATCC 19115 
22838495,0,ATCC 46645 
22832986,0,ATCC 43863 
22832886,0,ATCC 6538 
22827529,0,ATCC strains 
22826843,0,ATCC 25923 
22825833,0,ATCC 27952 
22825448,0,ATCC 17978 
22825448,1,ATCC 17978 
22824200,0,ATCC 35983 
22822529,0,ATCC 25922 
22821973,0,ATCC 29133 
22820469,0,ATCC 6538 
22819239,0,ATCC  
22819239,1,ATCC  
22818358,0,ATCC 35853 
22814462,0,ATCC 29213 
22814462,1,ATCC 49619 
22814462,2,ATCC 4927 
22814176,0,ATCC 7966 
22814176,1,ATCC 7966 
22808924,0,ATCC 7644 
22806862,0,ATCC 6872 
22806837,0,ATCC 7757 
22806837,1,ATCC 1249 
22806745,0,ATCC 7757 
22806719,0,ATCC 7644 
22806719,1,ATCC 14028 
22806719,2,ATCC 14028 
22806202,0,ATCC 13951 
22806202,1,ATCC 13951 
22806202,2,ATCC 13951 
22806202,3,ATCC 13951 
22806187,0,ATCC MYA 
22806187,1,ATCC MYA 
22806035,0,ATCC 10231 
22806035,1,ATCC 51650 
22806035,2,ATCC 10145 
22805946,0,ATCC 7757 
22805946,1,ATCC 1249 
22805939,0,ATCC 393 
22805934,0,ATCC 11235 
22805934,1,ATCC 11235 
22805826,0,ATCC 23270 
22805826,1,ATCC 23270 
22805785,0,ATCC 23270 
22802247,0,ATCC 13883 
22802247,1,ATCC 13883 
22802197,0,ATCC 6744 
22800600,0,ATCC 33152 
22799102,0,ATCC 25923 
22799102,1,ATCC 29212 
22796180,0,ATCC 700603 
22795513,0,ATCC 11253 
22790574,0,ATCC 9080 
22790542,0,ATCC 26786 
22789474,0,ATCC 6051 
22789474,1,ATCC 6051 
22789474,2,ATCC 6051 
22788848,0,ATCC 39727 
22788845,0,ATCC reference 
22788845,1,ATCC  
22782582,0,ATCC 10231 
22782582,1,ATCC 51650 
22781320,0,ATCC 19606 
22776992,0,ATCC 824 
22772485,0,ATCC 18804 
22771792,0,ATCC 33277 
22771792,1,ATCC 33277 
22771792,2,ATCC 33277 
22771683,0,ATCC 23177 
22770741,0,ATCC 29544 
22767883,0,ATCC 19146 
22767883,1,ATCC 700892 
22767883,2,ATCC 700892 
22767883,3,ATCC 33668 
22767883,4,ATCC 33668 
22767883,5,ATCC 33668 
22767883,6,ATCC 33668 
22767883,7,ATCC 19146 
22767548,0,ATCC 13032 
22767548,1,ATCC 13032 
22767548,2,ATCC 13032 
22767548,3,ATCC 13032 
22767548,4,ATCC 13032 
22764416,0,ATCC 6633 
22764416,1,ATCC 7953 
22764320,0,ATCC 13048 
22762974,0,ATCC 9245 
22762035,0,ATCC  
22760797,0,ATCC 27583 
22760797,1,ATCC 25922 
22760797,2,ATCC 25923 
22760797,3,ATCC 12228 
22760797,4,ATCC 10231 
22760797,5,ATCC 13883 
22760797,6,ATCC 49619 
22755541,0,ATCC  
22753527,0,ATCC 51259 
22752310,0,ATCC type 
22752169,0,ATCC 7061 
22752169,1,ATCC 7061 
22751540,0,ATCC 700603 
22751540,1,ATCC 19606 
22751540,2,ATCC 27853 
22751540,3,ATCC 700603 
22750793,0,ATCC PTA 
22749669,0,ATCC 17015 
22747736,0,ATCC strain 
22747736,1,ATCC strain 
22746096,0,ATCC 25923 
26405387,0,ATCC 19797 
24558545,0,ATCC 29212 
24031917,0,ATCC 27853 
24031912,0,ATCC strains 
24031912,1,ATCC 90112 
24031912,2,ATCC 28957 
24031910,0,ATCC MRSA 
24031910,1,ATCC methicillin 
22745059,0,ATCC 15697 
22740676,0,ATCC 27853 
22740130,0,ATCC  
22739662,0,ATCC 26695 
22739537,0,ATCC 25923 
22738965,0,ATCC 43754 
22737982,0,ATCC 7050 
22737886,0,ATCC 10231 
22737886,1,ATCC 25922 
22737886,2,ATCC 6538 
22736277,0,ATCC 200800 
22736277,1,ATCC 200800 
22735664,0,ATCC and 
22733651,0,ATCC 90028 
22733651,1,ATCC 64548 
22730546,0,ATCC 53103 
22727242,0,ATCC 15697 
22727242,1,ATCC 15700 
22722909,0,ATCC 10657 
22720922,0,ATCC 6633 
22713985,0,ATCC 19111 
22713985,1,ATCC 14579 
22713985,2,ATCC 19111 
22713953,0,ATCC 700699 
22713942,0,ATCC 700603 
22712584,0,ATCC 11696 
22709668,0,ATCC 8739 
22707527,0,ATCC 27449 
22707527,1,ATCC 27449 
22707527,2,ATCC 27449 
22706044,0,ATCC 43895 
22706044,1,ATCC 43895 
22705298,0,ATCC 6538 
22704654,0,ATCC 700974 
22703292,0,ATCC strains 
22703292,1,ATCC 49247 
22703292,2,ATCC 25238 
22703292,3,ATCC strains 
22701599,0,ATCC strains 
22701599,1,ATCC strain 
22701281,0,ATCC 6538 
22701281,1,ATCC 40042 
22700652,0,ATCC 43895 
22693952,0,ATCC 25175 
22691477,0,ATCC 25598 
22688903,0,ATCC 334 
22688897,0,ATCC 55730 
22688897,1,ATCC 55730 
22687451,0,ATCC MCL 
22686940,0,ATCC 14579 
22686938,0,ATCC 25923 
22686938,1,ATCC 14990T 
22685614,0,ATCC 17978 
22685409,0,ATCC 17978 
22685150,0,ATCC 13032 
22685107,0,ATCC 43045 
22684972,0,ATCC 25922 
22684972,1,ATCC 14990 
22684972,2,ATCC 29213 
22683494,0,ATCC 3584 
22683494,1,ATCC 6538 
22683494,2,ATCC 25175 
22683494,3,ATCC 19615 
22683494,4,ATCC 10536 
22683494,5,ATCC 10231 
22681895,0,ATCC 31750 
22680836,0,ATCC 55730 
22680634,0,ATCC 43300 
22675243,0,ATCC 10231 
22673931,0,ATCC  
22673931,1,ATCC S1 
22673931,2,ATCC S2 
22670889,0,ATCC 10145 
22669723,0,ATCC isolate 
22666859,0,ATCC 10700 
22666482,0,ATCC 25922 
22666352,0,ATCC 6633 
22664190,0,ATCC 13869 
22660951,0,ATCC 700329 
22660717,0,ATCC 3502 
22659173,0,ATCC 36558 
22659173,1,ATCC 12104 
22659173,2,ATCC 90028 
22655910,0,ATCC 33277 
22653870,0,ATCC 14028 
22649452,0,ATCC 49156 
22646228,0,ATCC  
30727365,0,ATCC 60344 
29243598,0,ATCC 25922 
22644152,0,ATCC  
22644152,1,ATCC 10028B 
22644152,2,ATCC 7159 
22644152,3,ATCC 10028B 
22640226,0,ATCC 11231 
22634699,0,ATCC 4513 
22633137,0,ATCC 15697 
22633120,0,ATCC 25177 
22632036,0,ATCC 14028s 
22629156,0,ATCC 66566 
22628503,0,ATCC 11845 
22628499,0,ATCC 25017 
22628398,0,ATCC 33844 
22627049,0,ATCC 750 
22622128,0,ATCC 25922 
22622060,0,ATCC 19115 
22622060,1,ATCC 1230 
22622060,2,ATCC 12228 
22622060,3,ATCC 93419 
22619922,0,ATCC 25923 
22619922,1,ATCC 25922 
22618436,0,ATCC 6260 
22617405,0,ATCC  
22616436,0,ATCC 33701 
22612915,0,ATCC 15700 
22612915,1,ATCC 15700 
22612915,2,ATCC 53103 
22611196,0,ATCC 33299 
22611084,0,ATCC  
22610424,0,ATCC 53907 
22608992,0,ATCC 39920 
22608744,0,ATCC  
22607399,0,ATCC 13326 
22607399,1,ATCC 13326 
22607399,2,ATCC 13326 
22607399,3,ATCC 13326 
22595661,0,ATCC 27294 
22595661,1,ATCC 25177 
22595457,0,ATCC 4365 
22594381,0,ATCC 25922 
22594260,0,ATCC 25923 
22594260,1,ATCC 25922 
22594260,2,ATCC 27853 
22592649,0,ATCC 29714 
22592649,1,ATCC 29714 
22592471,0,ATCC  
22590837,0,ATCC 6538 
22583864,0,ATCC 824 
22582077,0,ATCC 55730 
22579845,0,ATCC 15697 
22579404,0,ATCC 49188 
22579134,0,ATCC 29213 
22577384,0,ATCC 25922 
22577384,1,ATCC 27853 
22576944,0,ATCC 824 
22575787,0,ATCC 51142 
22575165,0,ATCC VR 
22575165,1,ATCC VR 
22573570,0,ATCC 25922 
22573167,0,ATCC 13883 
22573167,1,ATCC 13883 
22573167,2,ATCC 13883 
22571524,0,ATCC 11105 
22570720,0,ATCC 19606 
22570720,1,ATCC 19606 
22566084,0,ATCC 13032 
22564848,0,ATCC 17978 
22564451,0,ATCC 13673 
22564451,1,ATCC 13673 
22564451,2,ATCC 13673 
22564451,3,ATCC 13673 
22564451,4,ATCC 13673 
22564451,5,ATCC 13673 
22564451,6,ATCC 13673 
22563400,0,ATCC 27126 
22563013,0,ATCC 12228 
22561591,0,ATCC 49355 
22560766,0,ATCC 17978 
22560766,1,ATCC 17978 
22559199,0,ATCC 43099 
22555913,0,ATCC 29757 
22555909,0,ATCC 58397 
22555872,0,ATCC 9789 
22555872,1,ATCC 6633 
22554894,0,ATCC 393 
22554894,1,ATCC 393 
22554197,0,ATCC 29212 
22549691,0,ATCC 29212 
22547619,0,ATCC 11924 
22546205,0,ATCC 15305 
22544782,0,ATCC 29174 
22544236,0,ATCC 3502 
22544236,1,ATCC 3502 
22540344,0,ATCC 14579 
30727555,0,ATCC 19312 
22539022,0,ATCC 13032 
22538651,0,ATCC 13032 
22538651,1,ATCC 13869 
22538651,2,ATCC 14067 
22537947,0,ATCC 10987 
22535986,0,ATCC  
22535945,0,ATCC 35801 
22535941,0,ATCC 49512 
22535933,0,ATCC 13950 
22534302,0,ATCC 15703 
22533458,0,ATCC 55730 
22533458,1,ATCC 55730 
22529767,0,ATCC 51142 
22529767,1,ATCC 51142 
22528077,0,ATCC 25923 
22526889,0,ATCC 10558 
22526797,0,ATCC 31049 
22526787,0,ATCC 96134 
22526566,0,ATCC 27774 
22526313,0,ATCC 29213 
22524521,0,ATCC 51973 
22524521,1,ATCC 51973 
22524448,0,ATCC 11303 
22524114,0,ATCC 25922 
22523841,0,ATCC 90028 
22523841,1,ATCC 22019 
22522648,0,ATCC 25922 
22522648,1,ATCC 51302 
22522648,2,ATCC 27553 
22522648,3,ATCC 25923 
22522648,4,ATCC 23631 
22522648,5,ATCC 49619 
22518015,0,ATCC could 
22516425,0,ATCC 100131 
22516425,1,ATCC 35182 
22516425,2,ATCC 10536 
22516425,3,ATCC 9027 
22516425,4,ATCC 14028 
22512267,0,ATCC 204305 
22509850,0,ATCC 10145 
22509721,0,ATCC 29213 
22509387,0,ATCC 31461 
22509387,1,ATCC 31461 
22507969,0,ATCC 25922 
22507969,1,ATCC 27583 
22506418,0,ATCC 200183 
22504533,0,ATCC 51104 
22500881,0,ATCC 700025 
22500881,1,ATCC 27090 
22500881,2,ATCC 27090 
22500881,3,ATCC 27090 
22496740,0,ATCC MYA 
22493171,0,ATCC 25586 
22489464,0,ATCC 4277 
22489181,0,ATCC 33679 
22489181,1,ATCC 33679 
22489028,0,ATCC 35984 
22488066,0,ATCC 43894 
22488066,1,ATCC 43894 
22486608,0,ATCC 51196 
22486412,0,ATCC 35150 
22484960,0,ATCC 25745 
22481002,0,ATCC 4875 
22474970,0,ATCC 25923 
22474970,1,ATCC 19433 
22474970,2,ATCC 25922 
22474970,3,ATCC 27853 
22474970,4,ATCC 25955 
22472646,0,ATCC  
22468362,0,ATCC 700323 
22467784,0,ATCC 19606 
22467784,1,ATCC 19606 
22467784,2,ATCC 19606 
22467784,3,ATCC 19606 
22467366,0,ATCC 9372 
22466030,0,ATCC 33152 
22465289,0,ATCC 11577 
22465289,1,ATCC 27305 
22465289,2,ATCC 8290 
30727406,0,ATCC 58946 
24031866,0,ATCC 29178 
23164329,0,ATCC 33591 
22461001,0,ATCC 2593 
22461001,1,ATCC 29212 
22461001,2,ATCC 27853 
22461001,3,ATCC 25922 
22461001,4,ATCC 43300 
22461001,5,ATCC 700603 
22461001,6,ATCC 2593 
22461001,7,ATCC 27853 
22461001,8,ATCC 25922 
22461001,9,ATCC 700603 
22458449,0,ATCC 14579 
22455837,0,ATCC 13048 
22455837,1,ATCC 13048 
22453799,0,ATCC and 
22450791,0,ATCC 13061 
22450791,1,ATCC 13061 
22450791,2,ATCC 13061 
22447702,0,ATCC 27353 
22444680,0,ATCC 31890 
22444680,1,ATCC 6633 
22444680,2,ATCC 6633 
22444680,3,ATCC 6633 
22440280,0,ATCC 53103 
22438109,0,ATCC 21951 
22435736,0,ATCC 19718 
22434711,0,ATCC 29213 
22433896,0,ATCC 25922 
22433896,1,ATCC 25923 
22433896,2,ATCC 25923 
22433896,3,ATCC 10137 
22433896,4,ATCC strains 
22430975,0,ATCC 6538 
22428779,0,ATCC 13883 
22428623,0,ATCC 27013 
22427442,0,ATCC 13950 
22427442,1,ATCC 13950 
22427442,2,ATCC 13950 
22425542,0,ATCC  
22422170,0,ATCC 25922 
22420550,0,ATCC 25923 
22417495,0,ATCC 25923 
22417495,1,ATCC 25922 
22410932,0,ATCC 25922 
22410932,1,ATCC 13047 
22410221,0,ATCC 700728 
22410221,1,ATCC 700728 
22408244,0,ATCC 14820 
22407791,0,ATCC 12775 
22407791,1,ATCC 12775 
22407790,0,ATCC 33641 
22407790,1,ATCC 29833 
22407790,2,ATCC 29473 
22406098,0,ATCC 824 
22402228,0,ATCC 51142 
22401914,0,ATCC 09548 
22401914,1,ATCC 90030 
22401914,2,ATCC 6258 
22401914,3,ATCC 69548 
22401914,4,ATCC 750 
22401914,5,ATCC 90012 
22401914,6,ATCC 6538 
22401914,7,ATCC 12228 
22401914,8,ATCC 11778 
22401914,9,ATCC 25922 
22401914,10,ATCC 9027 
22401914,11,ATCC 14028 
22401914,12,ATCC 25933 
22399170,0,ATCC 90028 
22399170,1,ATCC 22019 
22399170,2,ATCC 90030 
22395897,0,ATCC 824 
22395147,0,ATCC 33912 
22394062,0,ATCC 22214 
22389371,0,ATCC 13032 
22389279,0,ATCC 11166 
22384964,0,ATCC 35150 
22384964,1,ATCC 43894 
22384962,0,ATCC 96218 
22384111,0,ATCC PTA 
22381795,0,ATCC 25923 
22381795,1,ATCC 25922 
22377818,0,ATCC 9809 
22374963,0,ATCC 29570 
22374961,0,ATCC 11996 
22374950,0,ATCC 43290 
22372132,0,ATCC 15834 
22371910,0,ATCC 25293 
22370836,0,ATCC strain 
22369724,0,ATCC  
22369724,1,ATCC 25922 
22369724,2,ATCC 25923 
22369724,3,ATCC 25923 
22369724,4,ATCC 25922 
22369724,5,ATCC reference 
22368332,0,ATCC 29212 
22368282,0,ATCC 34304 
22368171,0,ATCC 53909 
22367951,0,ATCC 19606T 
22367465,0,ATCC 13541 
22367465,1,ATCC 13541 
22367465,2,ATCC 13541 
22366694,0,ATCC 17978 
22361941,0,ATCC 17616 
22361941,1,ATCC 17616 
22361941,2,ATCC 17616 
22361853,0,ATCC 33047 
22361689,0,ATCC 6633 
22360670,0,ATCC 17616 
26781732,0,ATCC 53135 
26781732,1,ATCC 53135 
26781732,2,ATCC 53135 
26781732,3,ATCC 53135 
26781732,4,ATCC 53135 
22359098,0,ATCC 700394 
22357776,0,ATCC 49456 
22357340,0,ATCC  
22354732,0,ATCC 10500 
22353742,0,ATCC 25922 
22353742,1,ATCC 13311 
22350066,0,ATCC 27405 
22349957,0,ATCC 27853 
22349957,1,ATCC 25922 
22349957,2,ATCC 29213 
22348906,0,ATCC 11842 
22344656,0,ATCC 34304 
22344656,1,ATCC 34304 
22344656,2,ATCC 34304 
22343914,0,ATCC PTA 
22343357,0,ATCC 12633 
22341916,0,ATCC 1015 
22341916,1,ATCC 1015 
22338560,0,ATCC 27853 
22338560,1,ATCC 27853 
22337974,0,ATCC 5037 
22335359,0,ATCC 27539 
22335359,1,ATCC 25527 
22330928,0,ATCC 25825 
22328767,0,ATCC 14405 
22328760,0,ATCC 53103 
22328261,0,ATCC 22984 
22328261,1,ATCC 22984 
22328261,2,ATCC 22984 
22328261,3,ATCC 22984 
22322495,0,ATCC 29212 
22322495,1,ATCC 29212 
22322495,2,ATCC 29212 
22318891,0,ATCC 43629 
22318891,1,ATCC 43579 
22318891,2,ATCC 43579 
22318891,3,ATCC 43579 
22314383,0,ATCC 1053 
22314383,1,ATCC 4356 
22313760,0,ATCC 19258 
22313760,1,ATCC 19258 
22313760,2,ATCC 19258 
22313760,3,ATCC 19258 
22313760,4,ATCC 19258 
22313309,0,ATCC 25923 
22313309,1,ATCC 6538 
22313309,2,ATCC 12228 
22312710,0,ATCC 15625 
22312549,0,ATCC 25922 
22311647,0,ATCC 14579 
22309915,0,ATCC 25923 
22309915,1,ATCC 13061 
22309915,2,ATCC 25922 
22309915,3,ATCC 49141 
22309915,4,ATCC 19606 
22309915,5,ATCC 27853 
22309915,6,ATCC 90028 
22309915,7,ATCC 22019 
22307808,0,ATCC 43863 
22307511,0,ATCC 35072 
22307511,1,ATCC 49596 
22306328,0,ATCC 824 
22306328,1,ATCC 824 
22306315,0,ATCC 9245 
22305302,0,ATCC 31749 
22305302,1,ATCC 31749 
22305302,2,ATCC 31749 
22304453,0,ATCC 10240 
22304453,1,ATCC 6633 
22304453,2,ATCC 25923 
22303584,0,ATCC 10245 
22302607,0,ATCC 8040 
22298750,0,ATCC 25922 
22293524,0,ATCC collection 
27877469,0,ATCC 8739 
27877469,1,ATCC 10832 
22290970,0,ATCC 8739 
22290957,0,ATCC 19606 
22289598,0,ATCC 11229 
22289180,0,ATCC 51142 
22288948,0,ATCC 9790 
22282520,0,ATCC 33323 
22282520,1,ATCC 33323 
22282520,2,ATCC 33323 
22278966,0,ATCC 29143 
22277347,0,ATCC 23716 
22277347,1,ATCC 14506 
22277213,0,ATCC 824 
22276681,0,ATCC 6538 
22274703,0,ATCC 25922 
22271268,0,ATCC 4356 
22271268,1,ATCC 4356 
22271268,2,ATCC 4356 
22271268,3,ATCC 4356 
22269065,0,ATCC 13368 
22268719,0,ATCC 3153 
22268076,0,ATCC 29897 
22268076,1,ATCC 35910 
22267661,0,ATCC 17453 
22267340,0,ATCC PTA 
22266829,0,ATCC 14577 
22266632,0,ATCC 43504 
22262937,0,ATCC 25923 
22262937,1,ATCC 25923 
22262937,2,ATCC 6538 
22261175,0,ATCC 13032 
22260926,0,ATCC 19433 
22260336,0,ATCC 36031 
22260336,1,ATCC 10231 
22260115,0,ATCC 19115 
22260115,1,ATCC 14028 
22257432,0,ATCC  
22253795,0,ATCC 19420 
22253795,1,ATCC 27204 
22252498,0,ATCC  
22252367,0,ATCC 35469 
22252100,0,ATCC 33596 
22250861,0,ATCC 13525 
22250861,1,ATCC 13525 
22250603,0,ATCC 6538 
22248219,0,ATCC cocultures 
22247536,0,ATCC 14067 
22247527,0,ATCC 8530 
22247408,0,ATCC 90028 
22247408,1,ATCC 15692 
22247213,0,ATCC 31012 
22247174,0,ATCC 49982 
22247174,1,ATCC 49982 
22247126,0,ATCC 14579 
22246530,0,ATCC 824 
22243515,0,ATCC 35654 
22243515,1,ATCC 3564 
22240736,0,ATCC 25922 
22240736,1,ATCC 25923 
22237941,0,ATCC 35984 
22232894,0,ATCC 31749 
22232278,0,ATCC 43300 
22232278,1,ATCC 43300 
22232278,2,ATCC 43300 
22232188,0,ATCC 19606 
22232188,1,ATCC 19606 
22232188,2,ATCC 19606 
22232188,3,ATCC 19606 
22231397,0,ATCC 35984 
22230976,0,ATCC 25922 
22230976,1,ATCC 25923 
22230976,2,ATCC 27853 
22230464,0,ATCC 14201 
22229269,0,ATCC 6249 
22229269,1,ATCC 6249 
22229269,2,ATCC 6249 
22228662,0,ATCC 19172 
22228660,0,ATCC 15260 
22228654,0,ATCC 33271 
22228443,0,ATCC 29191 
22226964,0,ATCC 43816 
22226964,1,ATCC 43816 
22226591,0,ATCC 33047 
22226038,0,ATCC 14581 
22226038,1,ATCC 38063 
22225985,0,ATCC 10876 
22225728,0,ATCC 25920 
22225549,0,ATCC 14243 
22222159,0,ATCC 33076 
22221523,0,ATCC 29544 
22218145,0,ATCC  
22217161,0,ATCC 15746 
22213682,0,ATCC 824 
22213682,1,ATCC 824 
22211672,0,ATCC 17978 
22210435,0,ATCC 29213 
22210435,1,ATCC 12228 
22210401,0,ATCC 17905 
22210221,0,ATCC 19115 
22210219,0,ATCC 23270 
22210219,1,ATCC 23270 
22210214,0,ATCC 824 
26787613,0,ATCC 8014 
24300294,0,ATCC 9371 
24281668,0,ATCC 53103 
24280704,0,ATCC 33591 
24280704,1,ATCC 33591 
24280704,2,ATCC 33591 
23983362,0,ATCC 25922 
23983362,1,ATCC 27853 
23983362,2,ATCC 25923 
23983362,3,ATCC 6571 
23983362,4,ATCC 29212 
23983362,5,ATCC 25923 
23983362,6,ATCC 29212 
23983362,7,ATCC 19659 
23983362,8,ATCC 25922 
23983362,9,ATCC 27853 
23983362,10,ATCC 18804 
23983362,11,ATCC 43504 
23961357,0,ATCC 22984 
23798075,0,ATCC 40042 
23762749,0,ATCC 201253 
22207578,0,ATCC PTA 
22205817,0,ATCC 9957 
22205817,1,ATCC 15309 
22205352,0,ATCC and 
22203875,0,ATCC 25175 
22203875,1,ATCC 13419 
22203875,2,ATCC 33277 
22203875,3,ATCC 25586 
22203788,0,ATCC 3502 
22203788,1,ATCC 3502 
22203788,2,ATCC 3502 
22200929,0,ATCC strains 
22200863,0,ATCC 33331 
22200645,0,ATCC 9545 
22199216,0,ATCC 27886 
22197720,0,ATCC 19977 
22197720,1,ATCC 35752 
22197720,2,ATCC 6841 
22194349,0,ATCC 39006 
22192187,0,ATCC 27536 
22190395,0,ATCC 9150 
22189651,0,ATCC 20362 
22188772,0,ATCC 14067 
22188772,1,ATCC 13032 
22186120,0,ATCC 27853 
22186120,1,ATCC 12228 
22186045,0,ATCC 43504 
22182258,0,ATCC PTA 
22180612,0,ATCC 33299 
22179241,0,ATCC 824 
22178235,0,ATCC 13032 
22178235,1,ATCC 13032 
22177926,0,ATCC 31014 
22177926,1,ATCC 31014 
22177926,2,ATCC 31014 
22170914,0,ATCC 49616 
22169259,0,ATCC 25923 
22165309,0,ATCC 25175 
22158392,0,ATCC  
22156416,0,ATCC 11996 
22156398,0,ATCC 11828 
22155835,0,ATCC 33591 
22155835,1,ATCC 33591 
22154856,0,ATCC 29665 
22154856,1,ATCC 29665 
22154856,2,ATCC 29665 
22154856,3,ATCC 29665 
22151959,0,ATCC 23270 
22150569,0,ATCC 55730 
22150569,1,ATCC 55730 
22150164,0,ATCC 10987 
22146875,0,ATCC 19606 
22146875,1,ATCC 19606 
22145860,0,ATCC 27094 
22144476,0,ATCC 33277 
22144257,0,ATCC 7644 
22144052,0,ATCC 25923 
22140233,0,ATCC 2001 
22140162,0,ATCC 11947 
22140156,0,ATCC 15668 
22139454,0,ATCC BAA 
22139042,0,ATCC 25755 
22138995,0,ATCC 15697 
22138995,1,ATCC 15697 
22138995,2,ATCC 15697 
22138995,3,ATCC 15697 
22137328,0,ATCC strains 
22137066,0,ATCC 7953 
22136172,0,ATCC 25923 
22133067,0,ATCC 10876 
22133067,1,ATCC 14028 
22133067,2,ATCC 6538 
22129590,0,ATCC 29213 
22126976,0,ATCC 8007 
30732006,0,ATCC 23355 
30732006,1,ATCC 13047 
30732006,2,ATCC 23355 
25212317,0,ATCC wild 
22125637,0,ATCC 19061 
22123769,0,ATCC 31396 
22123766,0,ATCC 31461 
22123766,1,ATCC 31461 
22123759,0,ATCC 19377 
22118077,0,ATCC 25527 
22118077,1,ATCC 25527 
22118077,2,ATCC 25527 
22116630,0,ATCC 96581 
22116630,1,ATCC 96581 
22116462,0,ATCC 27853 
22112947,0,ATCC 55618 
22112688,0,ATCC 700474 
22112413,0,ATCC 36010 
22112407,0,ATCC 29191 
22108869,0,ATCC 29212 
22108566,0,ATCC 11775 
22108566,1,ATCC 23739 
22105714,0,ATCC 25619 
22102579,0,ATCC 11116 
22101454,0,ATCC 13032 
22101038,0,ATCC 13881 
22099374,0,ATCC 53103 
22098310,0,ATCC 23270 
22094301,0,ATCC strains 
22094301,1,ATCC 9027 
22094301,2,ATCC 6538 
22094301,3,ATCC strains 
22087071,0,ATCC 33913 
22083470,0,ATCC 29897 
22081547,0,ATCC  
22081324,0,ATCC 39116 
22079169,0,ATCC 33591 
22077915,0,ATCC 29212 
22075923,0,ATCC 55124 
22075923,1,ATCC 9637 
22075923,2,ATCC 55124 
22075923,3,ATCC 55124 
22075923,4,ATCC 55124 
22075635,0,ATCC 11011 
22075508,0,ATCC standards 
22075382,0,ATCC 9986 
22075235,0,ATCC 25923 
22072893,0,ATCC 6051 
22072893,1,ATCC 10145 
22072893,2,ATCC 6051 
22072653,0,ATCC 12472 
22072437,0,ATCC 9046 
22071662,0,ATCC 90112 
22071286,0,ATCC 55730 
22071286,1,ATCC 55730 
22069504,0,ATCC 9150 
22069504,1,ATCC 9150 
22068504,0,ATCC 19606 
22068504,1,ATCC 19606 
22066815,0,ATCC 11040 
22066815,1,ATCC 33125 
22065244,0,ATCC 43300 
22064531,0,ATCC 29213 
22064215,0,ATCC 11145 
22064215,1,ATCC 4740 
22064215,2,ATCC 8688a 
22064215,3,ATCC 9142 
22064215,4,ATCC 24725 
22064215,5,ATCC 18687 
22057938,0,ATCC 33260 
22057920,0,ATCC strains 
22057918,0,ATCC 29916 
22057918,1,ATCC 10536 
22055095,0,ATCC 27405 
22051376,0,ATCC 8483 
22050934,0,ATCC 13032 
22046374,0,ATCC 25923 
22043174,0,ATCC 39723 
22041745,0,ATCC strains 
22041283,0,ATCC 35149 
22040354,0,ATCC 15442 
22040354,1,ATCC 10708 
22040354,2,ATCC 6538 
22040346,0,ATCC 55618 
22040141,0,ATCC 334 
22040101,0,ATCC 25923 
22040101,1,ATCC 25923 
22039001,0,ATCC 350116 
22038864,0,ATCC 25755 
22038854,0,ATCC 824 
22038609,0,ATCC 12600 
22037402,0,ATCC 10987 
22037402,1,ATCC 14579 
22037402,2,ATCC 10987 
22037402,3,ATCC 14579 
22037312,0,ATCC 14580 
22035475,0,ATCC Candida 
22035412,0,ATCC 33277 
22032349,0,ATCC 334 
22032349,1,ATCC 334 
22032349,2,ATCC 334 
22032349,3,ATCC 334 
22032349,4,ATCC 334 
22032232,0,ATCC strains 
22031026,0,ATCC  
22024825,0,ATCC 19606 
