,match,0
32721450,3,ATCC 25285 
32721450,4,ATCC 25285 
32721450,5,ATCC 25285 
32721450,6,ATCC 25285 
32720606,0,ATCC Normal 
32718606,0,ATCC 31749 
32713122,0,ATCC 43504 
32713122,1,ATCC 51932 
32713122,2,ATCC 51932 
32713122,3,ATCC 43504 
32708609,0,ATCC 33981 
32708328,0,ATCC 13311 
32708115,0,ATCC 25922 
32708115,1,ATCC 29213 
32708115,2,ATCC 10231 
32708067,0,ATCC 11778 
32708067,1,ATCC 29213 
32708067,2,ATCC 11778 
32708067,3,ATCC 29213 
32708033,0,ATCC 18942 
32707970,0,ATCC 14579 
32707152,0,ATCC reference 
32703829,0,ATCC 14501 
32701017,0,ATCC 25923 
32699554,0,ATCC 20888 
32698895,0,ATCC 29212 
32698895,1,ATCC 10673 
32694956,0,ATCC 19430 
32694956,1,ATCC 25922 
32694956,2,ATCC 25931 
32694956,3,ATCC 21332 
32694956,4,ATCC 25923 
32691823,0,ATCC 9027 
32691823,1,ATCC 9027 
32691823,2,ATCC 9027 
32691184,0,ATCC 25416 
32690832,0,ATCC 10231 
32688348,0,ATCC Pa27853 
32687366,0,ATCC 25923 
32687300,0,ATCC 25923 
32687300,1,ATCC 25922 
32687300,2,ATCC 10231 
32679896,0,ATCC  
32679896,1,ATCC  
32679896,2,ATCC  
32679896,3,ATCC  
32679890,0,ATCC 15442 
32672713,0,ATCC 6633 
32672713,1,ATCC 6633 
32672713,2,ATCC 6633 
32670230,0,ATCC 29213 
32670208,0,ATCC 1015 
32669363,0,ATCC 29149 
32666297,0,ATCC 25923 
32665810,0,ATCC 35668 
32665810,1,ATCC 9222 
32665810,2,ATCC 35037 
32665810,3,ATCC 29212 
32664473,0,ATCC 25923 
32663668,0,ATCC 29213 
32663668,1,ATCC 29212 
32663668,2,ATCC 25177 
32663668,3,ATCC 700084 
32663668,4,ATCC 29123 
32660415,0,ATCC 27893 
32660222,0,ATCC recommendations 
32659646,0,ATCC strain 
32659296,0,ATCC 9950 
32658364,0,ATCC 25922 
32658364,1,ATCC 19430 
32656965,0,ATCC 10231 
32656596,0,ATCC 15442 
32655221,0,ATCC 24433 
32653376,0,ATCC 6538 
32652913,0,ATCC 25175 
32652913,1,ATCC 10556 
32652902,0,ATCC 25923 
32652494,0,ATCC 700603 
32652149,0,ATCC 25923 
32650510,0,ATCC 23366 
32650510,1,ATCC 35734 
32648013,0,ATCC 13880 
32646477,0,ATCC 64221 
32645950,0,ATCC 4356 
32644916,0,ATCC 3315 
32643424,0,ATCC 8739 
32643424,1,ATCC 23564 
32643424,2,ATCC 19154 
32642829,0,ATCC 10536 
32637802,0,ATCC 25923 
32637802,1,ATCC 25922 
32637802,2,ATCC 27853 
32636701,0,ATCC 8739 
32633012,0,ATCC 700610 
32628999,0,ATCC 17616 
32628999,1,ATCC 17616 
32626746,0,ATCC 11778 
32626746,1,ATCC 25923 
32626746,2,ATCC 25922 
32626746,3,ATCC 25853 
32626746,4,ATCC 25923 
32626746,5,ATCC 25922 
32626746,6,ATCC 25853 
32626746,7,ATCC 10231 
32625029,0,ATCC 34438 
32622248,0,ATCC 16404 
32621828,0,ATCC 53103 
32618111,0,ATCC 19606 
32617845,0,ATCC 43279 
32613099,0,ATCC 29213 
32613099,1,ATCC 6538 
32613099,2,ATCC 29213 
32613099,3,ATCC 29213 
32612198,0,ATCC 25175 
32610704,0,ATCC 15697 
32606682,0,ATCC 25922 
32605329,0,ATCC 33592 
32605329,1,ATCC 49476 
32604791,0,ATCC 29213 
32604791,1,ATCC 29213 
32603487,0,ATCC 35218 
32600771,0,ATCC 25923 
32600702,0,ATCC 25923 
32600702,1,ATCC 700296 
32599931,0,ATCC 29213 
32599931,1,ATCC 25922 
32598252,0,ATCC 27853 
32593099,0,ATCC 25922 
32593099,1,ATCC 8014 
32591509,0,ATCC 23726 
32590185,0,ATCC 29213 
32586862,0,ATCC 17787 
32586860,0,ATCC 21022 
32584751,0,ATCC 27255 
32583467,0,ATCC 90028 
32582088,0,ATCC 17978 
32578760,0,ATCC 90028 
32575493,0,ATCC 90028 
32572682,0,ATCC 4356 
32572682,1,ATCC 8014 
32572682,2,ATCC 8014 
32572682,3,ATCC 4356 
32572682,4,ATCC 8014 
32572682,5,ATCC 8014 
32572682,6,ATCC 8014 
32571881,0,ATCC 8486 
32569931,0,ATCC 27968 
32569817,0,ATCC 23270 
32569817,1,ATCC 23270 
32569792,0,ATCC 8260 
32569733,0,ATCC 8688A 
32569448,0,ATCC 25922 
32566105,0,ATCC 25923 
32565831,0,ATCC 25923 
32565831,1,ATCC 29212 
32565831,2,ATCC 27853 
32565831,3,ATCC 251922 
32565831,4,ATCC 10231 
32565694,0,ATCC strain 
32564274,0,ATCC 51585 
32563122,0,ATCC 33 
32561116,0,ATCC  
32555501,0,ATCC 31005 
32554714,0,ATCC 3624 
32554714,1,ATCC 3624 
32554714,2,ATCC 3624 
32551553,0,ATCC 6633 
32551553,1,ATCC 6633 
32550107,0,ATCC 10149 
32548326,0,ATCC 25923 
32548326,1,ATCC 19115 
32548326,2,ATCC 25922 
32548326,3,ATCC 27583 
32545261,0,ATCC 6303 
32544163,0,ATCC 25934 
32543022,0,ATCC 6919 
32543022,1,ATCC 6919 
32540974,0,ATCC 43969 
32539960,0,ATCC 334 
32539960,1,ATCC 29358 
32537676,0,ATCC 25923 
32537676,1,ATCC 25922 
32536218,0,ATCC 43888 
32536218,1,ATCC 35150 
32534287,0,ATCC 6538 
32534287,1,ATCC 25922 
32534287,2,ATCC 4352 
32534287,3,ATCC 27853 
32532010,0,ATCC 17400 
32528437,0,ATCC 6962 
32526974,0,ATCC 30171 
32525471,0,ATCC 15253 
32525471,1,ATCC 21756 
32525471,2,ATCC 15253 
32525471,3,ATCC 21756 
32523805,0,ATCC 17978 
32520172,0,ATCC 33862 
32520172,1,ATCC 43300 
32519941,0,ATCC 43037 
32519941,1,ATCC 43037 
32519020,0,ATCC 39727 
32517670,0,ATCC bacterial 
32517327,0,ATCC  
32517286,0,ATCC strains 
32517123,0,ATCC 53103 
32517123,1,ATCC 53103 
32517123,2,ATCC 53103 
32516997,0,ATCC 10712 
32516997,1,ATCC 10595 
32516997,2,ATCC 21113 
32515725,0,ATCC 700934 
32515725,1,ATCC 700934 
32515473,0,ATCC resources 
32513978,0,ATCC 35896 
32513855,0,ATCC 43816 
32513855,1,ATCC 43816 
32512951,0,ATCC 13076 
32512951,1,ATCC 25923 
32512951,2,ATCC 14579 
32512951,3,ATCC 12435 
32512951,4,ATCC 25923 
32512951,5,ATCC 12435 
32512895,0,ATCC 53103 
32509542,0,ATCC 11778 
32509542,1,ATCC 8739 
32509542,2,ATCC 13311 
32509496,0,ATCC 8014 
32507793,0,ATCC 30010 
32506148,0,ATCC 700755 
32505390,0,ATCC 439 
32503302,0,ATCC 31280 
32503302,1,ATCC 31280 
32503127,0,ATCC 25923 
32503127,1,ATCC 29212 
32503127,2,ATCC 25922 
32503127,3,ATCC 33420 
32501442,0,ATCC 7953 
32501442,1,ATCC 7953 
32500066,0,ATCC 25755 
32499353,0,ATCC 74040 
32497791,0,ATCC 13311 
32497083,0,ATCC 14028 
32496939,0,ATCC 36907 
32496176,0,ATCC 17001 
32496176,1,ATCC 17001 
32496176,2,ATCC 17001 
32495222,0,ATCC  
32494347,0,ATCC 10876 
32494347,1,ATCC 25922 
32494347,2,ATCC 25241 
32494347,3,ATCC 12022 
32494347,4,ATCC 25923 
32494347,5,ATCC 10876 
32494347,6,ATCC 25923 
32490793,0,ATCC 25922 
32490793,1,ATCC 25922 
32490088,0,ATCC  
32488405,0,ATCC 7757 
32488405,1,ATCC 7757 
32488405,2,ATCC 7757 
32486455,0,ATCC 700603 
32485946,0,ATCC 43300 
32485401,0,ATCC 29 
32484808,0,ATCC 39006 
32484808,1,ATCC 39006 
32483685,0,ATCC isolates 
32479611,0,ATCC 43300 
32478051,0,ATCC 27414 
32476478,0,ATCC 4356 
32474889,0,ATCC 27294 
32474074,0,ATCC 25923 
32473289,0,ATCC 25923 
32472174,0,ATCC 14917 
32472174,1,ATCC 14917 
32472174,2,ATCC 14917 
32472174,3,ATCC 14917 
32472174,4,ATCC 14917 
32472174,5,ATCC 14917 
32471271,0,ATCC 4931 
32469363,0,ATCC 19606 
32469363,1,ATCC 19606 
32467286,0,ATCC 700766 
32466085,0,ATCC 43300 
32462243,0,ATCC 29213 
32462243,1,ATCC 15442 
32460392,0,ATCC 35246 
32460204,0,ATCC 10231 
32457238,0,ATCC 700699 
32457238,1,ATCC 700699 
32457109,0,ATCC 700057 
32457109,1,ATCC 700057 
32456985,0,ATCC 21756 
32456681,0,ATCC 49782 
32455889,0,ATCC  
32455889,1,ATCC 15305 
32454801,0,ATCC 25922 
32454801,1,ATCC 25923 
32454779,0,ATCC 25923 
32454779,1,ATCC 25923 
32454779,2,ATCC 25923 
32454759,0,ATCC  
32454759,1,ATCC 10231 
32454720,0,ATCC 29213 
32454720,1,ATCC 6633 
32454720,2,ATCC 25922 
32454720,3,ATCC 27853 
32454720,4,ATCC 10231 
32454365,0,ATCC 14028 
32453683,0,ATCC 700755 
32452982,0,ATCC 43300 
32452982,1,ATCC 27853 
32452982,2,ATCC 43300 
32452552,0,ATCC 14917 
32452552,1,ATCC 14917 
32451685,0,ATCC 10031 
32448917,0,ATCC 23270 
32448917,1,ATCC 15494 
32448506,0,ATCC 19860 
32448295,0,ATCC 49188 
32447432,0,ATCC 27 
32447432,1,ATCC 11778 
32447432,2,ATCC 19111 
32445596,0,ATCC 19606 
32443391,0,ATCC 8014 
32443391,1,ATCC 393 
32441292,0,ATCC strains 
32441134,0,ATCC 33591 
32441134,1,ATCC 29213 
32441134,2,ATCC 25922 
32441134,3,ATCC 10145 
32441134,4,ATCC 25922 
32441134,5,ATCC 10145 
32439543,0,ATCC 23715 
32439543,1,ATCC 12022 
32439543,2,ATCC 9270 
32439543,3,ATCC 43887 
32437974,0,ATCC 29523 
32437974,1,ATCC 33577 
32437010,0,ATCC 25755 
32434784,0,ATCC 25922 
32433516,0,ATCC  
32431792,0,ATCC No 
32430474,0,ATCC 31532 
32430474,1,ATCC 31532 
32430020,0,ATCC  
32429267,0,ATCC 11827 
32429030,0,ATCC 13076 
32429030,1,ATCC 13076 
32428934,0,ATCC 7644 
32428934,1,ATCC 7644 
32428934,2,ATCC 7644 
32428934,3,ATCC 7644 
32423668,0,ATCC 27952 
32422899,0,ATCC 25923 
32422264,0,ATCC 19061 
32421490,0,ATCC 393 
32421490,1,ATCC 15820 
32421490,2,ATCC 15820 
32420646,0,ATCC type 
32418689,0,ATCC 11842 
32418085,0,ATCC 25 
32418085,1,ATCC 25 
32417543,0,ATCC 19430 
32417543,1,ATCC 43300 
32417543,2,ATCC 25922 
32417424,0,ATCC 17802 
32417424,1,ATCC 17802 
32416738,0,ATCC 25548 
32416351,0,ATCC 25586 
32415637,0,ATCC 25922 
32415637,1,ATCC 14028 
32415637,2,ATCC 29213 
32415637,3,ATCC 12228 
32415637,4,ATCC 29212 
32415415,0,ATCC 6538 
32415415,1,ATCC 10145 
32410635,0,ATCC 47054 
32410635,1,ATCC 4973 
32410635,2,ATCC 47054 
32410635,3,ATCC 47054 
32409539,0,ATCC 19606 
32409079,0,ATCC 25922 
32409079,1,ATCC 25923 
32408707,0,ATCC 11741 
32408707,1,ATCC 7469 
32408519,0,ATCC 6538 
32408519,1,ATCC 13048 
32408046,0,ATCC 12384 
32407861,0,ATCC 25934 
32405962,0,ATCC 13076 
32405962,1,ATCC 6633 
32405962,2,ATCC 4698 
32405378,0,ATCC 67387 
32405378,1,ATCC 25923 
32405378,2,ATCC 25923 
32405378,3,ATCC 67387 
32399842,0,ATCC 39116 
32399689,0,ATCC 16404 
32399241,0,ATCC 15517 
32397431,0,ATCC 29133 
32397339,0,ATCC 19707 
32396494,0,ATCC  
32396494,1,ATCC using 
32396494,2,ATCC human 
32392762,0,ATCC 64548 
32392709,0,ATCC  
32392426,0,ATCC 10231 
32392123,0,ATCC 23835 
32389294,0,ATCC 10231 
32389294,1,ATCC 6258 
32388762,0,ATCC 11775 
32388431,0,ATCC 6633 
32388431,1,ATCC 29853 
32388431,2,ATCC 35 
32388431,3,ATCC 292 
32388431,4,ATCC 25923 
32386856,0,ATCC 209p 
32384992,0,ATCC 433 
32384992,1,ATCC 1688 
32384820,0,ATCC and 
32381828,0,ATCC 6538 
32381828,1,ATCC 6538 
32381824,0,ATCC 29212 
32381824,1,ATCC 10231 
32381794,0,ATCC 29212 
32380734,0,ATCC 11778 
32380678,0,ATCC 15708 
32378141,0,ATCC 9027 
32378141,1,ATCC 9027 
32378141,2,ATCC 9027 
32378141,3,ATCC 9027 
32378141,4,ATCC 9027 
32378141,5,ATCC 9027 
32378141,6,ATCC 9027 
32375981,0,ATCC 824 
32375978,0,ATCC 22027 
32375953,0,ATCC 842 
32375930,0,ATCC 7005 
32375930,1,ATCC 7005 
32373494,0,ATCC 90942 
32373105,0,ATCC 10231 
32367411,0,ATCC 43300 
32366718,0,ATCC 14028 
32365789,0,ATCC 25922 
32363156,0,ATCC 13880 
32363156,1,ATCC 13880 
32363156,2,ATCC 13880 
32363156,3,ATCC 13880 
32361184,0,ATCC 25177 
32359985,0,ATCC 29737 
32357487,0,ATCC 17978 
32356850,0,ATCC 43504 
32356411,0,ATCC 13673 
32354967,0,ATCC 43504 
32354324,0,ATCC 27768 
32354324,1,ATCC 27768 
32352382,0,ATCC 43816 
32352190,0,ATCC 39006 
32351112,0,ATCC 13273 
32351112,1,ATCC 6633 
32350548,0,ATCC 25302 
32349391,0,ATCC 14028 
32349391,1,ATCC 14028 
32348444,0,ATCC 33277 
32348444,1,ATCC 25586 
32346757,0,ATCC 31044 
32345739,0,ATCC 25296 
32345736,0,ATCC 27126 
32345736,1,ATCC 27126 
32345736,2,ATCC 27126 
32344178,0,ATCC 6538 
32342800,0,ATCC 29213 
32342800,1,ATCC 25922 
32340249,0,ATCC 15834 
32340212,0,ATCC 49503 
32333083,0,ATCC 29149 
32330503,0,ATCC 6538 
32330503,1,ATCC 25922 
32330503,2,ATCC 10231 
32328752,0,ATCC 17749 
32328731,0,ATCC 1015 
32328731,1,ATCC 11414 
32328731,2,ATCC 11414 
32328290,0,ATCC 25922 
32328290,1,ATCC 29213 
32324853,0,ATCC 17978 
32324853,1,ATCC 17978 
32322375,0,ATCC 9689 
32322274,0,ATCC 700603 
32322274,1,ATCC 22108 
32318311,0,ATCC strains 
32318039,0,ATCC 43300 
32316674,0,ATCC  
32316415,0,ATCC 43895 
32316092,0,ATCC 7469 
32316092,1,ATCC 11454 
32314068,0,ATCC 6260 
32311732,0,ATCC 14028 
32310051,0,ATCC 25923 
32310051,1,ATCC 43300 
32310051,2,ATCC 12228 
32308717,0,ATCC 29213 
32308717,1,ATCC 700603 
32308717,2,ATCC 29213 
32308716,0,ATCC 43504 
32308716,1,ATCC reference 
32307571,0,ATCC 14028 
32307246,0,ATCC 53103 
32307246,1,ATCC 53103 
32304941,0,ATCC 19606 
32304431,0,ATCC 29213 
32304431,1,ATCC 29213 
32303851,0,ATCC  
32303059,0,ATCC 204304 
32302716,0,ATCC 90028 
32300563,0,ATCC 19114 
32300563,1,ATCC 15313 
32300563,2,ATCC 19111 
32300563,3,ATCC 7644 
32300363,0,ATCC 25923 
32300363,1,ATCC 25922 
32300363,2,ATCC 700603 
32300363,3,ATCC 27853 
32299661,0,ATCC 6633 
32299019,0,ATCC 29213 
32299019,1,ATCC 8739 
32299019,2,ATCC 29213 
32299019,3,ATCC 8739 
32298749,0,ATCC 10239 
32298749,1,ATCC 25923 
32298749,2,ATCC 25922 
32297570,0,ATCC 9027 
32296988,0,ATCC 13032 
32296988,1,ATCC 31831 
32296988,2,ATCC 31831 
32296988,3,ATCC 13032 
32293041,0,ATCC 33509 
32293041,1,ATCC 43307 
32293041,2,ATCC 33509 
32289415,0,ATCC 8739 
32289415,1,ATCC 1402 
32279817,0,ATCC 14028 
32279770,0,ATCC 6538 
32279770,1,ATCC 25922 
32279229,0,ATCC and 
32277994,0,ATCC strains 
32277834,0,ATCC 204305 
32276972,0,ATCC PTA 
32276972,1,ATCC PTA 
32276914,0,ATCC 9144 
32276914,1,ATCC 10536 
32274558,0,ATCC 3338 
32274558,1,ATCC 3338 
32274558,2,ATCC 3338 
32273359,0,ATCC 274 
32273359,1,ATCC 274 
32272214,0,ATCC 33277 
32271987,0,ATCC 33591 
32269782,0,ATCC 25922 
32269782,1,ATCC 25923 
32267888,0,ATCC 35984 
32267888,1,ATCC 43300 
32267888,2,ATCC 25922 
32267888,3,ATCC 53278 
32267778,0,ATCC 43888 
32267778,1,ATCC 19115 
32267778,2,ATCC 6538 
32266590,0,ATCC 9790 
32259029,0,ATCC 33495 
32259029,1,ATCC 25586 
32259029,2,ATCC 6305 
32255738,0,ATCC 19585 
32255738,1,ATCC 19585 
32255384,0,ATCC 17978 
32255384,1,ATCC 17978 
32255058,0,ATCC 25923 
32255058,1,ATCC 43300 
32253214,0,ATCC 29212 
32253214,1,ATCC 35667 
32252565,0,ATCC 43300 
32250238,0,ATCC 14917 
32248281,0,ATCC 25097 
32246698,0,ATCC 90028 
32246698,1,ATCC 22019 
32246698,2,ATCC 90030 
32246698,3,ATCC 90028 
32246325,0,ATCC 7469 
32246325,1,ATCC 7469 
32245809,0,ATCC 39116 
32245474,0,ATCC 90028 
32245474,1,ATCC 90028 
32245474,2,ATCC 2001 
32245064,0,ATCC 33152 
32245064,1,ATCC 11775 
32245064,2,ATCC 25668 
32243488,0,ATCC 393 
32243488,1,ATCC 393 
32243488,2,ATCC 393 
32241855,0,ATCC 53789 
32241855,1,ATCC 53789 
32238571,0,ATCC 19606 
32238571,1,ATCC 19606 
32238571,2,ATCC 19606 
32238571,3,ATCC 19606 
32238320,0,ATCC 24433 
32238320,1,ATCC 29213 
32238320,2,ATCC 700699 
32238100,0,ATCC 25923 
32238100,1,ATCC 33883 
32238100,2,ATCC 29212 
32238100,3,ATCC 27853 
32236137,0,ATCC 10987 
32235590,0,ATCC 12228 
32234352,0,ATCC 90028 
32231653,0,ATCC 19377 
32231643,0,ATCC 8739 
32231643,1,ATCC 6633 
32231643,2,ATCC 6538 
32231643,3,ATCC 10231 
32230766,0,ATCC 25923 
32229491,0,ATCC BAA 
32228806,0,ATCC 31180 
32228806,1,ATCC 31180 
32228806,2,ATCC 31180 
32228806,3,ATCC 31180 
32228805,0,ATCC 14917 
32228772,0,ATCC 8293 
32228772,1,ATCC 19254 
32228591,0,ATCC 25795 
32220521,0,ATCC 25922 
32220164,0,ATCC 29213 
32220164,1,ATCC 25922 
32218779,0,ATCC 8486 
32218779,1,ATCC 8486 
32216259,0,ATCC 8688a 
32213553,0,ATCC 29213 
32213238,0,ATCC 25923 
32213238,1,ATCC 27853 
32205352,0,ATCC 33277 
32202302,0,ATCC 29737 
32201214,0,ATCC 25923 
32198121,0,ATCC 20542 
32198121,1,ATCC 20542 
32198121,2,ATCC 20542 
32198093,0,ATCC 19585 
32198093,1,ATCC 19585 
32196608,0,ATCC  
32195651,0,ATCC 33173 
32193803,0,ATCC 20509 
32192119,0,ATCC 15697 
32190117,0,ATCC 8456 
32184829,0,ATCC 19659 
32184829,1,ATCC 1076 
32184829,2,ATCC 13182 
32184829,3,ATCC 21293 
32184354,0,ATCC 29133 
32183502,0,ATCC 6633 
32183502,1,ATCC 6535 
32183502,2,ATCC 27853 
32183502,3,ATCC 8739 
32183502,4,ATCC 10231 
32183502,5,ATCC 16404 
32182836,0,ATCC 10536 
32182836,1,ATCC 10536 
32182836,2,ATCC 10536 
32180763,0,ATCC 13076 
32180763,1,ATCC 13076 
32180669,0,ATCC 25175 
32180669,1,ATCC 10566 
32180669,2,ATCC 10231 
32179972,0,ATCC 35879 
32179972,1,ATCC 35879 
32179972,2,ATCC 35879 
32179972,3,ATCC 35879 
32179626,0,ATCC 35704 
32179260,0,ATCC 8014 
32174525,0,ATCC 35512 
32173773,0,ATCC 15442 
32170874,0,ATCC 824 
32169940,0,ATCC 4356 
32169940,1,ATCC 4356 
32169489,0,ATCC 13076 
32169430,0,ATCC 19257 
32169430,1,ATCC 53103 
32166777,0,ATCC 25922 
32166777,1,ATCC 27853 
32166762,0,ATCC 101110 
32166638,0,ATCC 25922 
32163029,0,ATCC 33390 
32163029,1,ATCC 33390 
32162535,0,ATCC 12472 
32161924,0,ATCC 14869 
32161662,0,ATCC 25923 
32161662,1,ATCC 29213 
32160364,0,ATCC 39365 
32155293,0,ATCC 10953 
32155293,1,ATCC 10953 
32154524,0,ATCC 53103 
32152759,0,ATCC ZW658 
32151720,0,ATCC 64712 
32148829,0,ATCC 23716 
32148002,0,ATCC 13032 
32147268,0,ATCC 17556 
32146493,0,ATCC 13032 
32146493,1,ATCC 13032 
32146452,0,ATCC 25922 
32146452,1,ATCC 25286 
32146452,2,ATCC 19411 
32146452,3,ATCC 29213 
32146051,0,ATCC 49617 
32146051,1,ATCC 700904 
32145470,0,ATCC 29521 
32145470,1,ATCC 29521 
32145470,2,ATCC 29521 
32145470,3,ATCC 29521 
32145470,4,ATCC 29521 
32144691,0,ATCC 43200 
32144691,1,ATCC 15521 
32140903,0,ATCC 9689 
32140445,0,ATCC 9046 
32140378,0,ATCC 13032 
32139731,0,ATCC 43300 
32131607,0,ATCC 25922 
32131540,0,ATCC 43300 
32131464,0,ATCC 10231 
32130285,0,ATCC 7644 
32130285,1,ATCC 7644 
32130285,2,ATCC 13932 
32129986,0,ATCC 14583 
32129986,1,ATCC 14583 
32129986,2,ATCC 25877 
32128281,0,ATCC 90028 
32128281,1,ATCC 700603 
32125450,0,ATCC 33663 
32125450,1,ATCC 33663 
32125450,2,ATCC 33663 
32125450,3,ATCC 33663 
32125450,4,ATCC 33663 
32123984,0,ATCC 6538 
32123422,0,ATCC 25922 
32120894,0,ATCC 10031 
32120894,1,ATCC 90028 
32117127,0,ATCC 12394 
32117127,1,ATCC 12394 
32117127,2,ATCC 12394 
32117127,3,ATCC 12394 
32115355,0,ATCC 27853 
32114169,0,ATCC 7469 
32112657,0,ATCC 31555 
32112657,1,ATCC 31555 
32112364,0,ATCC 4083 
32109569,0,ATCC 6538 
32109569,1,ATCC 23308 
32109569,2,ATCC 14028 
32109569,3,ATCC 10231 
32109569,4,ATCC 58938 
32109569,5,ATCC 23308 
32109569,6,ATCC 6538 
32109569,7,ATCC 23308 
32109569,8,ATCC 14028 
32109569,9,ATCC 23308 
32109569,10,ATCC 14028 
32108579,0,ATCC reference 
32107669,0,ATCC 35 
32106485,0,ATCC 25922 
32106485,1,ATCC 35218 
32104693,0,ATCC 9027 
32104525,0,ATCC 25922 
32101782,0,ATCC 29213 
32101782,1,ATCC 700699 
32100705,0,ATCC 6303 
32100703,0,ATCC 27340 
32100703,1,ATCC 29236 
32097827,0,ATCC 33090 
32097827,1,ATCC 33090 
32097827,2,ATCC 29212 
32097827,3,ATCC 51558 
32095985,0,ATCC 29213 
32095985,1,ATCC 29212 
32095046,0,ATCC 14028 
32093383,0,ATCC 6538 
32093383,1,ATCC 12228 
32093383,2,ATCC 19615 
32093383,3,ATCC 25992 
32093383,4,ATCC 27853 
32093252,0,ATCC 15707 
32088319,0,ATCC 13124 
32087073,0,ATCC 27853 
32087073,1,ATCC 27853 
32087073,2,ATCC 27853 
32087073,3,ATCC 33591 
32087073,4,ATCC 43300 
32087073,5,ATCC 43300 
32087073,6,ATCC 33591 
32084416,0,ATCC 15834 
32084416,1,ATCC 15834 
32084416,2,ATCC 15834 
32084416,3,ATCC 15834 
32083262,0,ATCC 21198 
32083262,1,ATCC 21198 
32083262,2,ATCC 21198 
32083262,3,ATCC 21198 
32082593,0,ATCC 8486 
32082144,0,ATCC 6919 
32081807,0,ATCC 33592 
32081807,1,ATCC 2106 
32081464,0,ATCC 19606 
32081464,1,ATCC 19606 
32081464,2,ATCC 19606 
32081464,3,ATCC 17978 
32079040,0,ATCC 19606 
32079040,1,ATCC 19606 
32072274,0,ATCC 35 
32070606,0,ATCC 9372 
32068948,0,ATCC 29213 
32068948,1,ATCC 8739 
32068529,0,ATCC 25752 
32068161,0,ATCC 209p 
32068093,0,ATCC 43300 
32068015,0,ATCC 10536 
32067627,0,ATCC 14579 
32066257,0,ATCC 25922 
32063893,0,ATCC 9341 
32062499,0,ATCC 824 
32061812,0,ATCC 19609 
32061812,1,ATCC 19609 
32059725,0,ATCC strain 
32059725,1,ATCC and 
32059545,0,ATCC 31783 
32054714,0,ATCC 25291 
32053978,0,ATCC 11778 
32050880,0,ATCC  
32050878,0,ATCC 33152 
32050878,1,ATCC 33155 
32050878,2,ATCC 50373 
32050876,0,ATCC 29212 
32050503,0,ATCC  
32050503,1,ATCC  
32049284,0,ATCC 17978 
32049277,0,ATCC 19606 
32048742,0,ATCC 10145 
32047250,0,ATCC 43890 
32047250,1,ATCC 29004 
32047250,2,ATCC 43971 
32047250,3,ATCC 14579 
32047250,4,ATCC 19115 
32046788,0,ATCC 30236 
32046654,0,ATCC 43037 
32046654,1,ATCC 43037 
32046654,2,ATCC 43037 
32046644,0,ATCC 19606 
32046644,1,ATCC 19606 
32046644,2,ATCC 19606 
32046644,3,ATCC 19606 
32046111,0,ATCC 33591 
32046111,1,ATCC 46171 
32046111,2,ATCC 25241 
32046111,3,ATCC 11775 
32045644,0,ATCC 25922 
32045275,0,ATCC and 
32044150,0,ATCC  
32044035,0,ATCC 33015 
32041713,0,ATCC 43300 
32041607,0,ATCC 14028 
32041117,0,ATCC 29213 
32041117,1,ATCC 29212 
32040901,0,ATCC 25923 
32040901,1,ATCC 10231 
32039126,0,ATCC  
32039038,0,ATCC 42132 
32038594,0,ATCC 39727 
32038583,0,ATCC 10231 
32036453,0,ATCC 8041 
32036453,1,ATCC 8041 
32036453,2,ATCC 8041 
32036352,0,ATCC strains 
32036166,0,ATCC 10876 
32036166,1,ATCC 12228 
32034937,0,ATCC 14048 
32032883,0,ATCC 23270 
32032827,0,ATCC 31532 
32032827,1,ATCC 3153 
32032827,2,ATCC 33617 
32027448,0,ATCC 13311 
32023990,0,ATCC 11229 
32023715,0,ATCC 17978 
32023715,1,ATCC 17978 
32023715,2,ATCC 17978 
32021653,0,ATCC 20344 
32021094,0,ATCC 10231 
32021094,1,ATCC 90028 
32021094,2,ATCC 6258 
32021094,3,ATCC 90030 
32019793,0,ATCC 29148 
32016777,0,ATCC 50492 
32013183,0,ATCC 43504 
32010115,0,ATCC 17978 
32010069,0,ATCC 35984 
32010069,1,ATCC 25922 
32007593,0,ATCC 17978 
32007593,1,ATCC 17978 
32003699,0,ATCC 25922 
32002605,0,ATCC 29213 
32000518,0,ATCC 10321 
32000112,0,ATCC 25923 
32000112,1,ATCC 25922 
32000112,2,ATCC 10231 
31999237,0,ATCC 27087 
31997896,0,ATCC 13932 
31997756,0,ATCC 25922 
31997756,1,ATCC 25922 
31997756,2,ATCC 25922 
31997756,3,ATCC 25922 
31997109,0,ATCC 14028 
31997109,1,ATCC 14028 
31997109,2,ATCC 14028 
31996887,0,ATCC 43895 
31995466,0,ATCC 9043 
31995466,1,ATCC 9043 
31995466,2,ATCC 9043 
31993825,0,ATCC 14917 
31993825,1,ATCC 6051 
31991906,0,ATCC 23769 
31991163,0,ATCC 9995 
31990996,0,ATCC 8014 
31990996,1,ATCC 8014 
31985378,0,ATCC 25921 
31985378,1,ATCC 38213 
31985378,2,ATCC 24433 
31985378,3,ATCC 25921 
31983129,0,ATCC  
31982537,0,ATCC 43895 
31982537,1,ATCC 25923 
31982249,0,ATCC 29213 
31978979,0,ATCC 25923 
31978979,1,ATCC 43300 
31978979,2,ATCC 29212 
31978979,3,ATCC 25922 
31978979,4,ATCC 27853 
31978979,5,ATCC 700603 
